Kalimat;Kelompok
Saya telah benar-benar memulihkan kesehatan saya.;pernyataan
Tolong tunjukkan saya satu ini, keempat dari kanan.;perintah
Yang terbaik adalah megabaikan mereka.;pernyataan
Apakah ada yang khusus untuk hari ini?;pertanyaan
Senang bertemu Anda lagi.;pernyataan
Apakah itu jelas?;pertanyaan
Dompet saya telah dicuri.;pernyataan
Di mana saya harus berganti kereta untuk sampai ke Edinburgh?;pertanyaan
Ini bertentangan dengan alat-alat Hukum.;pernyataan
Pintu tidak terbuka dengan kunci ini.;pernyataan
Saya ingin itu direbus.;pernyataan
Ah, itu bukan apa-apa.;pernyataan
Betapa menyenangkan. Anda harus menantikan untuk melihat mereka.;pernyataan
Saya ingin menempatkan ini dalam kotak deposit yang aman.;pernyataan
Penyedia perjalanan mana yang terbaik untuk melihat museum?;pertanyaan
Silahkan hubungi portir.;perintah
Bisakah Anda memberitahu saya waktu, tanggal dan jumlah orang?;pertanyaan
Dimana saya bisa menukarkan uang saya?;pertanyaan
Saya sedang kehilangan kata-kata.;pernyataan
Tolong, bisakah Anda memperbaikinya dan mengirimkannya ke Jepang?;pertanyaan
Kami hanya melakukan pertukaran. Kami tidak melakukan pengembalian dana.;pernyataan
Benar.;pernyataan
Saya harus melaporkan pencurian.;pernyataan
Anda bisa memberikan saya tiga dolar saja.;pernyataan
Bisakah saya mencobanya?;pertanyaan
Apakah Anda minum suatu obat secara teratur?;pertanyaan
Saya masih tidak dapat menemukan salah satu tas saya yang saya letakkan di Bandara Narita.;pernyataan
Saya yakin begitu. Tolong potong rambutnya.;perintah
Apa jenis perawatan yang Anda terima?;pertanyaan
Saya ingin melaporkan ada orang asing di jendela saya.;pernyataan
Tolong, makanan yang ringan saja.;perintah
Saya punya sekitar dua ratus dolar dalam bentuk tunai dan kartu Visa.;pernyataan
Saya percaya itu adalah pukul tujuh empat lima pada hari Jumat, tanggal enam belas.;pernyataan
Jadi, apakah Anda telah mengemudi taksi untuk waktu yang lama?;pertanyaan
Sekarang, kita akan mengambil gambar dari seluruh kelompok kami.;pernyataan
Dari tujuh sampai sembilan. Silahkan datang ke restoran di lantai dua.;perintah
Saya akan menginap di Holiday Inn Downtown sampai tanggal 5 Mei.;pernyataan
Tolong, dua tiket kelas dua untuk pergi Venice.;perintah
Persiapan apa yang harus mereka buat untuk berhasil dalam ujian?;pertanyaan
Anda hampir sampai.;pernyataan
Tolong, dua untuk bar.;perintah
Semua penumpang tetap duduk.;pernyataan
Apa bus yang harus saya naiki untuk menuju Washington Monument?;pernyataan
Nama saya adalah Akiko Tanaka.;pernyataan
Tolong, dapatkah Anda mengeluarkan yang baru?;pertanyaan
Apakah Anda punya meja yang dekat jendela?;pertanyaan
Kuil Horyuji merupakan bangunan kayu tertua di dunia dan layak untuk dilihat.;pernyataan
Baiklah. Bisakah saya memesan dua hot dog?;pertanyaan
Bagaimana tentang makanan India? Apakah mereka punya itu sebelumnya?;pertanyaan
Saya senang. Oh, itu pengumuman penerbangan saya.;pernyataan
Harap menaruh barang-barang Anda di bawah kursi Anda.;perintah
Ya. Kapan saja. Mereka semua boleh ke sini.;pernyataan
Kursi untuk berdua dapat diputar kebelakang. Jadi, Anda bisa duduk berhadap-hadapan jika Anda suka.;pernyataan
Saya perlu melakukan asuransi.;pernyataan
Kapan itu akan berlayar?;pertanyaan
Bolehkah kita meninggalkan barang-barang kita, kecuali barang-barang berharga, di dalam bus?;pertanyaan
Apa itu JR?;pertanyaan
Tolong, pisahkan ini ke dalam tagihan yang lebih kecil.;perintah
Ini akan menjadi sempurna bagi mereka.;pernyataan
Apakah ada seseorang yang bisa berbicara Jepang?;pertanyaan
Saya ingin tahu berapa ongkos untuk tagihan saya.;pertanyaan
Apakah Anda ingin pergi ke diskotik?;pertanyaan
Itu romantis.;pernyataan
Tolong beritahu saya sebuah restoran dengan suasana yang baik.;pertanyaan
Kapan turnamen golf dimulai?;pertanyaan
Tolong setelah makan malam, dengan hidangan penutup ya.;perintah
Apakah saya perlu mempersiapkan perubahan yang tepat?;pertanyaan
Tolong bawakan saya sebuah pengering.;perintah
Tolong, bisakah Anda memberi saya air? Saya sangat haus.;pertanyaan
Dimana counter JAL?;pertanyaan
Kami tidak terlalu lapar.;pernyataan
Saya tidak bisa menemukan tas saya.;pernyataan
Perlihatkan saya sepatu warna cokelat.;perintah
Dimana dan kapan itu pergi?;pertanyaan
Adat istiadat berbeda antara satu negara dengan negara lainnya, dan adat istiadat Jepang tampaknya sangat berbeda dari adat istiadat Barat.;pernyataan
Saya akan membayar lima puluh dolar.;pernyataan
Tolong simpan koper ini sampai jam lima sore.;perintah
Saya ingin menyewanya untuk lima hari.;pernyataan
Untuk makanan saja, harganya empat puluh dolar. Sebotol anggur harganya sekitar sepuluh dolar.;pernyataan
Ini adalah penerbangan ke Miami.;pernyataan
Apakah Anda punya obat untuk mabuk udara?;pertanyaan
Saya punya sebotol wiski.;pernyataan
Saya akan datang untuk menemui Anda pukul sepuluh pada hari Jumat.;pernyataan
Tanda tangan di bagian belakang cek.;pernyataan
Maaf, saya menekan nomor yang salah.;pernyataan
Tolong, panggilan jarak jauh ke Jepang.;perintah
Makanan saya sudah siap apa belum?;pertanyaan
Saya ingin melakukan reservasi untuk bermain golf.;pernyataan
Koin Apa yang bisa digunakan untuk mesin penjual otomatis ini?;pertanyaan
Saya ingin wedang jahe.;pernyataan
Tolong, saya ingin beberapa kemeja.;pernyataan
Saya ingin beberapa makanan bayi.;pernyataan
Pegang acar ini.;perintah
Saya tidak merasa lebih baik.;pernyataan
Maukah Anda menunjukkan kepada saya pilihan yang lain?;pertanyaan
gaun ini terbuat dari nilon?;pertanyaan
Oke, tentu. Bayar ini di depan ketika Anda siap. ;pernyataan
Ya, dua blok ke arah itu.;pernyataan
Sekarang jam dua belas.;pernyataan
Sekarang saya tahu apa yang salah.;pernyataan
Gerbang mana yang harus saya lalui untuk transit saya?;pertanyaan
White Beach ini indah.;pernyataan
Tolong lakukan Reservasi.;perintah
Saya akan membawa kembalian Anda nanti.;pernyataan
Saya belum melakukan reservasi, tapi apakah ada kursi yang tersedia?;pertanyaan
Tolong, saya ingin pita mesin tulis.;pernyataan
Tolong buka pintu dengan kunci cadangan.;perintah
Roma tidak dibangun dalam sehari.;pernyataan
Saya mau secangkir kopi lagi.;pernyataan
Saya ingin hamburger untuk pergi.;pernyataan
Dapatkah Anda memeriksa ini?;pertanyaan
Dapatkah Anda memintanya untuk menelepon kembali?;pertanyaan
Kami menyediakan makan di mobil dan kedai kopi di kereta.;pernyataan
Kamar saya belum dibersihkan.;pernyataan
Ini Ikeda yang sedang berbicara. Saya telah memesan satu meja untuk pukul enam tiga puluh malam ini. Tapi saya minta maaf saya akan datang terlambat setengah jam.;pernyataan
Anda dapat naik bus di halte bus lima.;pernyataan
Jika Anda menemukannya, tolong, dapatkah Anda menyimpannya untuk saya?;pertanyaan
Mana yang lebih baik, penerbangan pagi atau penerbangan sore?;pertanyaan
Apakah ada arena luncur es di dekat sini?;pertanyaan
Terima kasih banyak. Simpan kembaliannya.;pernyataan
Tiga puluh delapan dolar lima puluh sen sehari, dengan jarak tempuh tidak terbatas. Bensin tidak termasuk.;pernyataan
Apakah Anda menaruh perangko pada kartu pos?;pertanyaan
Tiga malam.;pernyataan
Jane, temanmu Susan di sini untuk menemuimu.;pernyataan
Apakah ini ke Edinburgh?;pertanyaan
Kapan Anda akan pergi?;pertanyaan
Apakah saya harus mentransfer?;pertanyaan
Jika demikian, Anda harus mengambil ukuran sepuluh sesuai standar Amerika.;perintah
Sebenarnya, saudara-saudara saya sudah menikah, dan saya satu-satunya yang masih tinggal dengan orang tua saya.;pernyataan
Tidak ada handuk.;pernyataan
Apakah Anda keberatan orang lain mendapatkan itu untuk saya?;pertanyaan
Apakah ini yang Anda maksud?;pertanyaan
Ini adalah kunci saya.;pernyataan
Dapatkah Anda memanggil nomor tersebut lagi?;pertanyaan
Mmm, bagus. Permisi, Dapatkah Anda memeriksa salad saya?;pertanyaan
Oh, Anda telah melewatinya. Silahkan kembali lagi.;perintah
Saya pikir ini adalah adat Jepang yang unik.;pernyataan
Apakah Anda punya keju?;pertanyaan
Tolong, bungkus ini satu per satu, dan kenakan pita pada masing-masing bungkusan.;perintah
Tolong, bolehkah saya meminta daftar anggur?;pertanyaan
Saya lihat dulu. Ya benar, makan siang hari ini akan dilayani lebih cepat.;pernyataan
Anda berasal dari negara mana?;pertanyaan
Dapatkah Anda mengubah ini menjadi seperempatan?;pertanyaan
Itu tujuh.;pernyataan
Yang putih ya.;pernyataan
Bagaimana cara mematikan lampu baca?;pertanyaan
Saya mau dua porsi mie morisoba.;pernyataan
Saya bekerja di suatu perusahaan pialang saham.;pernyataan
Ya, ada satu kamar kosong. Ada berapa orang?;pertanyaan
Anda tidak diizinkan untuk parkir di sini.;pernyataan
Apakah ada toko penukaran uang dekat sini?;pertanyaan
nama saya Takeshi. nama Anda siapa?;pertanyaan
Gunakan ini seminggu sekali. Lumurilah dengan tipis setelah mencuci wajah Anda, hindari jangan sampai terkena mata dan rambut.;perintah
Saya terluka oleh kaca di sini.;pernyataan
Saya seharusnya bertanya kepada pelatih, tapi bisakah Anda katakan kepada saya mana mesin yang baik untuk melatih punggung saya?;pertanyaan
Tolong berhenti di sisi persimpangan berikutnya.;perintah
Apakah ada pramugari yang bisa berbahasa Jepang?;pertanyaan
terima kasih banyak. silahkan datang lagi;pernyataan
apakah masih ada meja kosong ?;pertanyaan
maaf pak;pernyataan
semua meja kami penuh sekarang;pernyataan
apakah anda ingin menunggu di bar ?;pertanyaan
berapa lama anda pikir kita harus menunggu ?;pertanyaan
seharusnya tidak lama. lima belas menit paling lama;pernyataan
baiklah;pernyataan
kami telah melakukan reservasi untuk meja untuk empat orang;pernyataan
silahkan ikuti saya. saya akan menunjukkan anda ke meja anda;pernyataan
ini adalah tempat yang bagus di sini;pernyataan
terima kasih , pak;pernyataan
saya senang anda menyukainya;pernyataan
tn wang , kami telah menyiapkan meja dekat jendela untuk anda;pernyataan
lewat sini ya;pernyataan
oh , terima kasih banyak;pernyataan
ah , tidak apa-apa. berapa orang ?;pertanyaan
enam orang;pernyataan
apakah meja ini ok ?;pertanyaan
saya khawatir tidak , itu terlalu dekat dengan pintu;pernyataan
bagaimana dengan yang itu ?;pertanyaan
maafkan saya , meja yang itu sudah dipesan;pernyataan
apakah anda ingin duduk di sana di pojok ?;pertanyaan
kedengarannya bagus;pernyataan
apakah anda telah melakukan reservasi , pak ?;pertanyaan
tidak , saya kira belum;pernyataan
berapa banyak yang ada dalam rombongan anda , pak ?;pertanyaan
lima orang;pernyataan
maafkan saya. tidak ada meja kosong untuk lima orang saat ini , dan ada antrian kira-kira dua puluh menit;pernyataan
apakah anda ingin minum di ruang tunggu sementara anda menunggu ?;pertanyaan
itu ide yang bagus;pernyataan
saya bisa minta nama anda , pak ?;pertanyaan
ya. harison;pernyataan
terima kasih , tn harison;pernyataan
tn harison , kita dapat kursi untuk anda sekarang;pernyataan
lewat sini , bapak ibu;pernyataan
bagaimana dengan meja pojok ?;pertanyaan
kami lebih suka meja bundar;pernyataan
baiklah. bagaimana dengan yang satu ini ?;pertanyaan
sangat bagus;pernyataan
ini menunya. saya akan kembali dalam beberapa menit untuk mencatat pesanan anda;pernyataan
selamat malam. apakah anda telah melakukan reservasi untuk makan malam ?;pertanyaan
belum sama sekali;pernyataan
berapa banyak orang yang ada dalam rombongan anda ?;pertanyaan
apakah anda ingin duduk di bagian merokok , tidak merokok atau apa pun yang tersedia dulu ?;pertanyaan
kami lebih suka meja di samping jendela di bagian yang tidak merokok;pernyataan
ada meja yang baru saja kosong di bagian tidak merokok. ;pernyataan
saya belum melakukan reservasi , tetapi apakah anda punya meja untuk lima orang ?;pertanyaan
tidak untuk saat ini , tapi meja akan tersedia dalam beberapa menit.;pernyataan
ya , terima kasih;pernyataan
saya ingin meja untuk tiga orang ya;pernyataan
apakah anda telah melakukan reservasi ?;pertanyaan
belum;pernyataan
kami agak sibuk sekarang;pernyataan
berapa lama kira-kira ?;pertanyaan
saya tidak yakin;pernyataan
bagaimana dengan meja yang di sana ?;pertanyaan
oh , boleh;pernyataan
saya bisa menyiapkan satu meja untuk anda;pernyataan
mari ikuti saya;perintah
saya lebih suka meja dekat jendela;pernyataan
maafkan saya. meja dekat jendela semuanya telah ditempati;pernyataan
apakah tidak ada satu yang kosong di sana ?;pertanyaan
oh , itu dipesan satu jam yang lalu.;pernyataan
ok. terima kasih;pernyataan
ini meja anda , pak;pernyataan
maaf , tapi kami ingin meja lain;pernyataan
permisi pak;pernyataan
kita perlu meja lain;pernyataan
kita punya banyak hal untuk dibahas;pernyataan
meja ini terlalu dekat band;pernyataan
oh , begitu;pernyataan
saya punya satu di sana di pojok;pernyataan
sempurna sekali;pernyataan
apakah anda telah melakukan reservasi ?;pertanyaan
kami tidak punya meja yang telah dipesan;pernyataan
tapi saya ingin tahu apakah anda bisa mencarikan meja untuk kita;pertanyaan
maafkan saya , sekarang sedang penuh;pernyataan
tetapi kami akan senang jika anda bersedia menunggu;pernyataan
berapa lama anda pikir kita harus menunggu ?;pertanyaan
saya kira sekitar 25 menit;pernyataan
itu terlalu lama;pernyataan
apakah anda pikir akan lebih baik bagi kami untuk mencoba tempat lain ?;pertanyaan
akan tidak mudah untuk menemukan tempat yang tenang pada jam ini;pernyataan
dua puluh menit adalah waktu yang kita punya untuk menunggu. ;pernyataan
ya , saya akan melakukan yang terbaik;pernyataan
tolong duduk dan silahkan minum secangkir teh dulu;perintah
saya akan mencarikan kursi segera setelah kami mendapatkan meja kosong;pernyataan
terima kasih;pernyataan
dengan senang hati;pernyataan
bisakan anda lewat sini ?;pertanyaan
permisi , bu. dimana new star dining room ?;pertanyaan
new star dining room ada di lantai dua;pernyataan
dimana tangga ?;pertanyaan
tangga ada di sana di ujung lorong;pernyataan
terima kasih;pernyataan
sama-sama;pernyataan
bisakah anda memberitahu saya di mana letak kamar kecil ?;pertanyaan
di sekitar pojok sana;pernyataan
anda berjalan lurus sepanjang koridor. kamar kecil ada di sebelah kiri anda. tempat itu mudah sekali ditemukan;pernyataan
terima kasih banyak;pernyataan
ah , tidak apa-apa;pernyataan
permisi , di mana telepon ?;pertanyaan
maksudnya telepon umum , pak ?;pertanyaan
itu di sana di meja depan;pernyataan
perusahaan kami mengadakan jamuan pertemuan tahunan di restoran anda. dapatkah anda menunjukkan jalannya ?;pertanyaan
tentu saja , pak;pernyataan
anda dari perusahaan apa ?;pertanyaan
general electric company;pernyataan
di hundred flowers dining hall di lantai tiga;pernyataan
silahkan gunakan lift. silahkan jalan lurus ke depan di sebelah kiri anda;perintah
pelayan-pelayan kami mengharapkan kedatangan anda;pernyataan
terima kasih;pernyataan
sama-sama;pernyataan
mempersilahkan tamu untuk menunggu;pernyataan
berapa banyak orang dengan anda ?;pertanyaan
empat. kami ingin meja untuk empat orang;pernyataan
saya khawatir semua meja untuk empat orang telah diambil.;pernyataan
maukah anda menunggu sampai ada yang kosong ?;pertanyaan
baiklah , kira-kira berapa lama ?;pertanyaan
saya tidak tahu , pak;pernyataan
tetapi jika anda sedang terburu-buru , saya bisa mengatur anda untuk duduk terpisah;pernyataan
oh tidak. itu terlalu merepotkan;pernyataan
kita tunggu saja;pernyataan
saya bisa minta nama anda ?;pertanyaan
ya , saya steele;pernyataan
tn steele. ini kartu tunggu no 5 untuk anda;pernyataan
apakah anda ingin menunggu di ruang tunggu sampai saya memanggil nama anda ?;pertanyaan
ok;pernyataan
harap cepat;pernyataan
baiklah;pernyataan
nomor 5 , tn steele. meja anda telah siap;pernyataan
saya sangat menyesal karena telah membuat anda menunggu;pernyataan
tidak apa-apa. terima kasih;pernyataan
selamat malam , pak. selamat datang di restoran kami;pernyataan
apakah anda telah melakukan reservasi ?;pertanyaan
selamat malam. saya telah memesan meja untuk dua orang. ini adalah daftar reservasi. nama saya briggs;pernyataan
ya , tn briggs. kami telah memilih meja dekat jendela untuk anda. lewat sini ya;pernyataan
apakah meja ini ok , pak ?;pertanyaan
tentu saja. ini cukup baik. terima kasih;pernyataan
terima kasih kembali , pak. ruang yang terpisah ini memiliki pemandangan yang sangat baik dari kota , terutama pada malam hari. anda dapat menikmati jalan-jalan yang berwarna-warni dihiasi dengan semua jenis lampu;pernyataan
bagus sekali. tapi ngomong-ngomong , ruangan ini dekat panggung band.;pernyataan
apakah akan menjadi sangat bising sewaktu band mulai bermain ?;pertanyaan
saya benar-benar tidak suka musik yang dimainkan tepat di samping saya;pernyataan
oh , jangan khawatir , pak. musiknya cukup lembut;pernyataan
ini tidak akan menyebabkan ketidaknyamanan buat anda;pernyataan
bisakah anda tinggal dan mendengarkan untuk sementara waktu ?;pertanyaan
jika anda tidak menyukainya , saya akan mencarikan meja lain untuk anda;pernyataan
apakah itu ok , pak ?;pertanyaan
itu bagus. anda memang benar-benar memberikan pelayanan yang baik;pernyataan
anda sangat baik hati , pak. itulah yang harus saya lakukan;pernyataan
ini menunya. saya akan kembali dalam beberapa menit untuk mencatat pesanan anda;pernyataan
jika anda sedang terburu-buru , kami juga melayani sarapan di coffee shop di lantai lobi;pernyataan
bisakah anda mengambil tempat duduk di sana dan saya akan menghubungi anda kalau ada meja kosong;pernyataan
jangan lupa !;perintah
saya tidak akan lupa , pak;pernyataan
kami punya meja untuk anda sekarang , pak. lewat sini ya;pernyataan
kami sangat menyesal atas keterlambatan;pernyataan
apakah anda ingin minuman ?;pertanyaan
kami telah melakukan reservasi sebelumnya;pernyataan
bisa tolong sebutkan nama anda ?;pertanyaan
nama saya wang hai , saya dari china international travel service;pernyataan
apakah ini ruang makan ?;pertanyaan
ya , silahkan masuk;pernyataan
bapak ibu , sekarang kita berada di rose dining room;pernyataan
ini adalah lemari mantel , anda dapat meninggalkan mantel anda di sini;pernyataan
ini adalah set tv dan anda bisa menyanyi karaoke setelah anda menikmati makan malam anda;pernyataan
